operator,directory,total_tests,passed_tests,failed_tests,correctness_rate,avg_speedup,geomean_speedup,avg_benchmark_time,mean_absolute_error,mean_relative_error,max_relative_error,max_absolute_error
repeat.default,repeat,1,1,0,1.0,0.5408698916435242,0.5408698916435242,,0.0,0.0,0.0,0.0
rsqrt.default,rsqrt,1,1,0,1.0,1.0090140104293823,1.0090140104293823,,nan,nan,nan,nan
sigmoid.default,sigmoid,1,1,0,1.0,1.1467723846435547,1.1467723846435547,,1.3136010057479552e-09,2.616979521974372e-09,2.616979521974372e-09,1.3136010057479552e-09
sigmoid_.default,sigmoid_,1,1,0,1.0,0.41204124689102173,0.41204124689102173,,0.0,0.0,0.0,0.0
sigmoid_backward.default,sigmoid_backward,1,1,0,1.0,0.39885202050209045,0.39885202050209045,,1.8409698895993643e-05,0.00021312535682227463,0.00021312535682227463,1.8409698895993643e-05
silu.default,silu,1,1,0,1.0,0.992865800857544,0.992865800857544,,0.0,0.0,0.0,0.0
silu_.default,silu_,1,1,0,1.0,1.1414488554000854,1.1414488554000854,,0.0,0.0,0.0,0.0
silu_backward.default,silu_backward,1,1,0,1.0,0.9966669678688049,0.9966669678688049,,4.083578364344476e-09,1.1199574601050699e-08,1.1199574601050699e-08,4.083578364344476e-09
sin.default,sin,1,1,0,1.0,1.0168315172195435,1.0168315172195435,,0.0,0.0,0.0,0.0
stack.default,stack,1,1,0,1.0,0.2848336398601532,0.2848336398601532,,0.0,0.0,0.0,0.0
sub.Tensor,sub,1,1,0,1.0,0.9978640675544739,0.9978640675544739,,0.0,0.0,0.0,0.0
sum.dim_IntList,sum,1,1,0,1.0,0.0851019024848938,0.0851019099354744,,1.862645149230957e-09,1.1584964931810049e-10,1.1584964931810049e-10,1.862645149230957e-09
sum.default,sum,1,1,0,1.0,1.0693775415420532,1.0693775415420532,,nan,nan,nan,nan
tanh.default,tanh,1,1,0,1.0,1.0057026147842407,1.0057026147842407,,0.0,0.0,0.0,0.0
tanh_backward.default,tanh_backward,1,1,0,1.0,0.9980307817459106,0.9980307817459106,,6.360027327900752e-05,0.0003690736193675548,0.0003690736193675548,6.360027327900752e-05
threshold_backward.default,threshold_backward,1,1,0,1.0,0.9951483607292175,0.9951483607292175,,0.0,0.0,0.0,0.0
topk.default,topk,1,0,1,0.0,1.0,1.0,,0.0,0.0,0.0,0.0
triu.default,triu,1,1,0,1.0,1.2204493284225464,1.2204493284225464,,0.0,0.0,0.0,0.0
var_mean.correction,var_mean,1,1,0,1.0,0.28274038434028625,0.28274038434028625,,1.0035475561664953e-08,1.2176326436019735e-07,1.2176326436019735e-07,1.0035475561664953e-08
where.self,where,1,1,0,1.0,0.3852795362472534,0.3852795362472534,,0.0,0.0,0.0,0.0
